395 60 330 1250.16
396 60 360 1250.16
397 60 390 1250.16
398 60 420 1250.16
399 60 450 1250.16
400 90 -420 1250.16
401 90 -390 1250.16
402 90 -360 1250.16
403 90 -330 1250.16
404 90 -300 1250.16
405 90 -270 1250.16
406 90 -240 1250.16
407 90 -210 1250.16
408 90 -180 1250.16
409 90 -150 1250.16
410 90 -120 1250.16
411 90 -90 1250.16
412 90 90 1250.16
413 90 120 1250.16
414 90 150 1250.16
415 90 180 1250.16
416 90 210 1250.16
417 90 240 1250.16
418 90 270 1250.16
419 90 300 1250.16
420 90 330 1250.16
421 90 360 1250.16
422 90 390 1250.16
423 90 420 1250.16
424 120 -420 1250.16
425 120 -390 1250.16
426 120 -360 1250.16
427 120 -330 1250.16
428 120 -300 1250.16
429 120 -270 1250.16
430 120 -240 1250.16
431 120 -210 1250.16
432 120 -180 1250.16
433 120 -150 1250.16
434 120 -120 1250.16
435 120 -90 1250.16
436 120 -60 1250.16
437 120 60 1250.16
438 120 90 1250.16
439 120 120 1250.16
440 120 150 1250.16
441 120 180 1250.16
442 120 210 1250.16
443 120 240 1250.16
444 120 270 1250.16
445 120 300 1250.16
446 120 330 1250.16
447 120 360 1250.16
448 120 390 1250.16
449 120 420 1250.16
450 150 -420 1250.16
451 150 -390 1250.16
452 150 -360 1250.16
453 150 -330 1250.16
454 150 -300 1250.16
455 150 -270 1250.16
456 150 -240 1250.16
457 150 -210 1250.16
458 150 -180 1250.16
459 150 -150 1250.16
460 150 -120 1250.16
461 150 -90 1250.16
462 150 -60 1250.16
463 150 -30 1250.16
464 150 0 1250.16
465 150 30 1250.16
466 150 60 1250.16
467 150 90 1250.16
468 150 120 1250.16
469 150 150 1250.16
470 150 180 1250.16
471 150 210 1250.16
472 150 240 1250.16
473 150 270 1250.16
474 150 300 1250.16
475 150 330 1250.16
476 150 360 1250.16
477 150 390 1250.16
478 150 420 1250.16
479 180 -420 1250.16
480 180 -390 1250.16
481 180 -360 1250.16
482 180 -330 1250.16
483 180 -300 1250.16
484 180 -270 1250.16
485 180 -240 1250.16
486 180 -210 1250.16
487 180 -180 1250.16
488 180 -150 1250.16
489 180 -120 1250.16
490 180 -90 1250.16
491 180 -60 1250.16
492 180 -30 1250.16
493 180 0 1250.16
494 180 30 1250.16
495 180 60 1250.16
496 180 90 1250.16
497 180 120 1250.16
498 180 150 1250.16
499 180 180 1250.16
500 180 210 1250.16
501 180 240 1250.16
502 180 270 1250.16
503 180 300 1250.16
504 180 330 1250.16
505 180 360 1250.16
506 180 390 1250.16
507 180 420 1250.16
508 210 -390 1250.16
509 210 -360 1250.16
510 210 -330 1250.16
511 210 -300 1250.16
512 210 -270 1250.16
513 210 -240 1250.16
514 210 -210 1250.16
515 210 -180 1250.16
516 210 -150 1250.16
517 210 -120 1250.16
518 210 -90 1250.16
519 210 -60 1250.16
520 210 -30 1250.16
521 210 0 1250.16
522 210 30 1250.16
523 210 60 1250.16
524 210 90 1250.16
525 210 120 1250.16
526 210 150 1250.16
527 210 180 1250.16
528 210 210 1250.16
529 210 240 1250.16
530 210 270 1250.16
531 210 300 1250.16
532 210 330 1250.16
533 210 360 1250.16
534 210 390 1250.16
535 240 -390 1250.16
536 240 -360 1250.16
537 240 -330 1250.16
538 240 -300 1250.16
539 240 -270 1250.16
540 240 -240 1250.16
541 240 -210 1250.16
542 240 -180 1250.16
543 240 -150 1250.16
544 240 -120 1250.16
545 240 -90 1250.16
546 240 -60 1250.16
547 240 -30 1250.16
548 240 0 1250.16
549 240 30 1250.16
550 240 60 1250.16
551 240 90 1250.16
552 240 120 1250.16
553 240 150 1250.16
554 240 180 1250.16
555 240 210 1250.16
556 240 240 1250.16
557 240 270 1250.16
558 240 300 1250.16
559 240 330 1250.16
560 240 360 1250.16
561 240 390 1250.16
562 270 -360 1250.16
563 270 -330 1250.16
564 270 -300 1250.16
565 270 -270 1250.16
566 270 -240 1250.16
567 270 -210 1250.16
568 270 -180 1250.16
569 270 -150 1250.16
570 270 -120 1250.16
571 270 -90 1250.16
572 270 -60 1250.16
573 270 -30 1250.16
574 270 0 1250.16
575 270 30 1250.16
576 270 60 1250.16
577 270 90 1250.16
578 270 120 1250.16
579 270 150 1250.16
580 270 180 1250.16
581 270 210 1250.16
582 270 240 1250.16
583 270 270 1250.16
584 270 300 1250.16
585 270 330 1250.16
586 270 360 1250.16
587 300 -330 1250.16
588 300 -300 1250.16
589 300 -270 1250.16
590 300 -240 1250.16
591 300 -210 1250.16
592 300 -180 1250.16
593 300 -150 1250.16
594 300 -120 1250.16
595 300 -90 1250.16
596 300 -60 1250.16
597 300 -30 1250.16
598 300 0 1250.16
599 300 30 1250.16
600 300 60 1250.16
601 300 90 1250.16
602 300 120 1250.16
603 300 150 1250.16
604 300 180 1250.16
605 300 210 1250.16
606 300 240 1250.16
607 300 270 1250.16
608 300 300 1250.16
609 300 330 1250.16
610 330 -300 1250.16
611 330 -270 1250.16
612 330 -240 1250.16
613 330 -210 1250.16
614 330 -180 1250.16
615 330 -150 1250.16
616 330 -120 1250.16
617 330 -90 1250.16
618 330 -60 1250.16
619 330 -30 1250.16
620 330 0 1250.16
621 330 30 1250.16
622 330 60 1250.16
623 330 90 1250.16
624 330 120 1250.16
625 330 150 1250.16
626 330 180 1250.16
627 330 210 1250.16
628 330 240 1250.16
629 330 270 1250.16
630 330 300 1250.16
631 360 -270 1250.16
632 360 -240 1250.16
633 360 -210 1250.16
634 360 -180 1250.16
635 360 -150 1250.16
636 360 -120 1250.16
637 360 -90 1250.16
638 360 -60 1250.16
639 360 -30 1250.16
640 360 0 1250.16
641 360 30 1250.16
642 360 60 1250.16
643 360 90 1250.16
644 360 120 1250.16
645 360 150 1250.16
646 360 180 1250.16
647 360 210 1250.16
648 360 240 1250.16
649 360 270 1250.16
